Device_ID,Client_ID,Office_ID,BSOD_count,Hard_reset_count,Boot_Speed,Logon_Duration,CPU_Usage,Memory_Usage,System_Free_Space
2807164,2,618,0,0,25466,9599,0.001,0,165414031360
2807165,2,618,0,0,18730,12590,0,0,170795929600
2807166,2,618,0,0,76254,43581,0.001,0.005,173254377472
2807167,2,618,0,0,27406,21454,0,0.003,38159069184
2807168,2,618,0,0,27337,28542,0,0,152036548608
2807169,2,618,0,0,112494,22095,0.001,0,156379697152
2807170,2,618,0,0,38296,26362,0.004,0.211,4967989248
2807171,2,618,0,0,25742,21906,0,0,114592980992
2807172,2,618,0,0,122074,41860,0,0,167720538112
2807173,2,618,0,0,107217,29595,0.066,0.002,67436302336
2807174,2,618,0,0,89163,26232,0.002,0.008,154767040512
2807175,2,618,0,0,114119,34139,0.009,0,29886832640
2807176,2,618,0,0,29637,24255,0,0,147693846528
2807177,2,618,0,0,37449,30014,0.004,0.143,22680948736
2607178,2,206,0,0,30939,28856,0.002,0,29032660992
2607179,2,206,0,0,30487,21122,0.006,0,126555967488
2607180,2,206,0,0,30388,21372,0.003,0,150021689344
2807181,2,618,0,0,124491,57667,0.054,0.393,95343230976
2807182,2,618,0,0,25674,28555,0.002,0,33496248320
2807183,2,618,0,0,36295,22191,0,0,29792460800
2807184,2,618,0,0,25572,23378,0,0,140884635648
2807185,2,618,0,1,27976,29673,0.002,0,152893075456
2807186,2,618,0,0,28266,23227,0,0,50094575616
2607187,2,206,0,0,27819,32890,0.004,0,3758751744
2807188,2,618,0,0,24619,19811,0,0,122346409984
2807189,2,618,0,0,30881,24929,0,0,158214701056
2807190,2,618,0,0,28524,32949,0,0,104502927360
2707191,2,197,0,0,28945,30651,0.003,0.095,25352212480
2807192,2,618,0,0,118761,45114,0,0.495,183298609152
2807193,2,618,0,1,33309,20353,0.011,0.007,16060379136
2807194,2,618,0,0,32474,25096,0.001,0.471,23976587264
2807195,2,618,0,0,85571,30267,0.001,0,203997691904
2807196,2,618,0,0,54872,7985,0.001,0.074,162857807872
2807197,2,618,0,0,23979,24478,0,0,145654616064
2807198,2,618,0,0,107659,27708,0.003,0.002,82329604096
2807199,2,618,0,0,27949,23328,0.001,0,6667870208
2807200,2,618,0,0,29060,23736,0.006,0.207,31373180928
2807201,2,618,0,0,25674,22478,0,0,143169409024
2807202,2,618,0,0,40598,80887,0,0.835,243271454720
2807203,2,618,0,0,30626,28882,0.002,0,16770564096
2807204,2,618,0,0,27514,21800,0,0,142763962368
2807205,2,618,0,0,100667,46592,0,0,178607210496
2807206,2,618,0,0,122850,49280,0,0.725,196735229952
2807207,2,618,0,0,17677,8956,0.008,0,195891437568
2807208,2,618,1,1,100141,41775,0.002,0,132023775232
2807209,2,618,0,0,28453,27652,0,0,151151554560
2807210,2,618,0,0,27637,40592,0,0,114935050240
2807211,2,618,0,0,114690,40231,0.049,0.164,134251008000
2807212,2,618,0,0,140302,38134,0,0.997,483057446912
2807213,2,618,0,0,29463,20348,0.001,0,139169148928
2807214,2,618,0,0,25599,21511,0,0,44190232576
2807215,2,618,0,0,109132,40351,0,0.256,227117129728
2807216,2,618,0,0,27788,19316,0.002,0,130522873856
2807217,2,618,0,0,31998,23849,0.004,0.068,20960436224
2807218,2,618,0,0,27616,26738,0,0.005,48045907968
2807219,2,618,0,0,24865,23035,0,0.002,47135481856
2607220,2,206,0,0,24128,23221,0.001,0,125258481664
2807221,2,618,0,0,29465,24806,0.007,0,131399131136
2807222,2,618,0,0,26957,25834,0.003,0,142323335168
2807223,2,618,0,0,24781,9443,0.009,1,138858106880
2707224,2,197,0,0,31342,25037,0.005,0,26352377856
2807225,2,618,0,0,31226,26167,0.001,0,6070452224
2807226,2,618,0,0,31498,22200,0,0,122869788672
2807227,2,618,0,0,23942,20778,0,0,156647813120
2807228,2,618,0,0,24722,12405,0.001,0,186129526784
2807229,2,618,0,0,26860,23460,0.001,0.006,42834534400
2707230,2,197,0,0,86510,33134,0.001,0,197864390656
2607231,2,206,0,0,35537,35289,0.003,0,153291304960
2807232,2,618,0,0,31909,26223,0.001,0,151021858816
2807233,2,618,0,0,23931,19804,0.004,0,37531918336
2807234,2,618,0,0,42474,24703,0.003,0,178618449920
2807235,2,618,0,0,30289,23405,0.001,0,33849847808
2807236,2,618,0,0,89332,46856,0,0.005,192353693696
2807237,2,618,0,0,104001,30335,0.001,0,162204938240
2807238,2,618,0,0,128915,53028,0.003,0.199,171155763200
2807239,2,618,0,0,21602,15130,0,0,195582877696
2807240,2,618,0,0,28263,24871,0.001,0,387473309696
2807241,2,618,0,0,99544,95913,0.004,0.821,173759954944
2807242,2,618,0,0,20173,10591,0,0,141465673728
2807243,2,618,0,0,24269,7126,0,0,170547572736
2807244,2,618,0,0,33977,24586,0.002,0,138830954496
2807245,2,618,0,0,27428,28356,0,0,3292459008
2807246,2,618,0,0,33545,24205,0.009,0.345,48112558080
2807247,2,618,0,0,100960,25873,0.043,0.056,380127793152
2807248,2,618,0,0,81604,66852,0,0,199721439232
2807249,2,618,0,0,35070,22312,0.001,0,21596868608
2807250,2,618,0,0,21909,51164,0.001,0,166707527680
2807251,2,618,0,0,29266,25202,0,0,43941593088
2807252,2,618,0,0,28314,23401,0,0.001,49767272448
2807253,2,618,0,0,29464,23962,0.013,0.42,2932416512
2807254,2,618,0,0,33273,44502,0,0.264,10029543424
2807255,2,618,1,1,32181,24589,0.002,0,12034183168
2807256,2,618,0,0,31272,21277,0.004,0.292,38885597184
2607257,2,206,0,0,23512,9864,0,0,110595141632
2807258,2,618,0,1,77460,25272,0.008,0,168644837376
2807259,2,618,0,0,71835,22687,0.004,0,168504758272
2807260,2,618,0,0,28891,18524,0,0,140195721216
2807261,2,618,0,0,54368,31691,0.005,0,176717721600
2607262,2,206,0,0,28288,23762,0.001,0,96691265536
2807263,2,618,0,0,30314,21902,0.001,0,157849059328
2807264,2,618,0,0,99516,35295,0,0.003,223278804992
2807265,2,618,0,0,116139,24006,0.027,0.004,397009846272
2807266,2,618,0,0,88937,36017,0,0.09,137197154304
2807267,2,618,0,0,39710,27791,0,0,39487528960
2807268,2,618,0,0,95671,26930,0.008,0.037,136210690048
2807269,2,618,0,1,29520,22858,0.001,0.347,19926487040
2807270,2,618,0,0,106627,58246,0.022,0.25,161852801024
2807271,2,618,0,0,28753,34284,0,0,5751922688
2807272,2,618,0,0,30587,30859,0,0.12,34546044928
2807273,2,618,0,0,99097,27624,0.003,0.001,373631164416
2807274,2,618,0,1,33208,24066,0.004,0.76,4271468544
2807275,2,618,0,0,29232,28550,0.001,0.043,5473984512
2807276,2,618,0,0,28083,24433,0,0,144210362368
2807277,2,618,0,0,15329,24894,0.003,0,141227495424
2807278,2,618,0,0,115797,28306,0.011,0.005,150062841856
2807279,2,618,0,0,125835,33390,0.045,0.481,55617359872
2807280,2,618,0,0,23092,40474,0.016,0.35,17386078208
2807281,2,618,0,0,104347,22619,0.017,0,382106738688
2807282,2,618,0,0,19953,19318,0.001,0.225,187273236480
2607283,2,206,0,0,35371,21851,0.006,0.751,5964165120
2807284,2,618,0,0,15207,36796,0.004,0,52950253568
2807285,2,618,0,0,28762,22253,0,0,142425350144
2607286,2,206,0,0,17079,14060,0,0,184711528448
2807287,2,618,0,0,29347,31363,0.001,0,33321684992
2807288,2,618,0,0,21313,11280,0,0,172907040768
2607289,2,206,0,0,29662,13984,0.003,0,186062397440
2807290,2,618,0,0,26697,27575,0,0,139654582272
2807291,2,618,0,0,25892,27974,0,0,150523047936
2807292,2,618,0,0,97598,50724,0.021,0.03,114877972480
2807293,2,618,0,0,76459,30890,0.015,0.011,144618405888
2807294,2,618,0,0,30447,24571,0,0.048,39782678528
2807295,2,618,0,0,33861,27682,0.004,0,35622576128
2707296,2,197,0,0,30513,18726,0.002,0,138177040384
2807297,2,618,0,0,35656,37305,0.005,0,5665918976
2807298,2,618,0,0,36781,24081,0.002,0,36664029184
2807299,2,618,0,0,31125,21285,0,0,23614545920
2807300,2,618,0,0,30640,25049,0.004,0,16637374464
2807301,2,618,0,1,28751,22455,0.001,0,142344663040
2807302,2,618,0,0,32062,21182,0.003,0,142536974336
2607303,2,206,0,0,27322,19933,0,0,113306963968
2807304,2,618,0,0,33276,25338,0,0,11090399232
2807305,2,618,0,0,27087,22596,0,0,145303588864
2607306,2,206,0,0,29619,21127,0.002,0.023,29134065664
2607307,2,206,0,0,112050,78315,0.003,0.933,192138596352
2807308,2,618,0,0,28390,23593,0.003,0,39214157824
2807309,2,618,0,0,33096,21699,0,0,128025919488
2807310,2,618,0,0,31770,22750,0,0,32919408640
2807311,2,618,0,0,38717,26415,0.004,0,15836733440
2607312,2,206,0,0,32831,31716,0.005,0.098,21118390272
2607313,2,206,0,0,28315,26498,0,0.249,38561513472
2807314,2,618,0,0,23332,22054,0,0,146896326656
2807315,2,618,0,0,31644,25157,0,0.29,35815329792
2807316,2,618,0,0,28625,21274,0.001,0,157815226368
2807317,2,618,0,1,27749,19811,0,0,143498354688
2807318,2,618,0,0,29901,48462,0.001,0,144176648192
2807319,2,618,0,0,28560,23348,0.007,0,133487280128
2807320,2,618,0,0,33068,24107,0,0,144838402048
2807321,2,618,0,0,22330,12705,0,0,180350230528
2807322,2,618,0,0,25347,22582,0,0,44841152512
2807323,2,618,0,0,28904,22252,0,0.453,49192263680
2807324,2,618,0,0,28941,20543,0,0,141504958464
2807325,2,618,0,0,24217,25127,0.001,0.202,14707077120
2807326,2,618,0,0,22919,8221,0,0.146,141123543040
2807327,2,618,0,0,29749,27774,0.017,0.533,16453890048
2807328,2,618,0,0,30289,22560,0,0,147402055680
2807329,2,618,0,0,139829,95449,0.001,0.17,211920060416
2807330,2,618,0,0,28763,25213,0.005,0.814,31541129216
2807331,2,618,0,0,28654,22917,0,0,50628345856
2807332,2,618,0,0,30379,27259,0.008,0.01,6281080832
2807333,2,618,0,0,30845,26373,0,0.396,2287493120
2807334,2,618,0,0,116341,52818,0.016,0.194,171722977280
2807335,2,618,1,2,26148,22601,0.002,0,139166982144
2807336,2,618,0,0,29974,24080,0,0,147277094912
2807337,2,618,0,0,32334,23806,0.004,0.16,38958817280
2607338,2,206,0,0,30593,26384,0.017,0,121148723200
2807339,2,618,0,1,38582,25340,0.001,0.385,6987026432
2807340,2,618,0,0,33221,19600,0,0,142646140928
2807341,2,618,0,0,24895,20171,0.002,0,141302648832
2807342,2,618,0,0,26421,20297,0,0,138449756160
2807343,2,618,0,0,71400,31391,0.001,0.057,239418740736
2807344,2,618,0,0,27868,18635,0,0,153463963648
2807345,2,618,0,0,28698,25075,0.002,0.017,42350755840
2607346,2,206,0,0,42370,10167,0.002,0.356,181053505536
2807347,2,618,0,0,28014,22541,0,0.065,37565820928
2807348,2,618,0,0,36757,26007,0.009,0,24270209024
2807349,2,618,0,0,20812,10391,0,0.554,180345311232
2807350,2,618,0,0,26223,20071,0,0,150188736512
2807351,2,618,0,1,31606,27024,0,0,16552525824
2807352,2,618,0,0,27302,27483,0,0,155535073280
2807353,2,618,0,0,27898,49564,0.019,0.001,49797902336
2707354,2,197,0,0,112173,26756,0.003,0.002,137296977920
2807355,2,618,0,0,30507,22775,0,0,144063102976
2807356,2,618,0,0,28465,23702,0,0,32565723136
2807357,2,618,0,0,89902,35692,0,0,193716342784
2807358,2,618,0,0,25540,26539,0,0,154946629632
2807359,2,618,0,18,38347,30180,0,0.155,5424730112
2807360,2,618,0,0,71294,26370,0.01,0.159,146124533760
2607361,2,206,0,0,19217,19867,0,0.543,23367000064
2807362,2,618,0,1,18394,11653,0,0,189423427584
2807363,2,618,0,0,26264,26387,0,0,122547535872
2807364,2,618,0,0,30126,40268,0,0,103224471552
2807365,2,618,0,0,30673,21330,0,0.147,21717209088
2807366,2,618,0,0,10917,14856,0,0.597,122039992320
2807367,2,618,0,0,25738,20970,0,0,132335521792
2807368,2,618,0,0,19292,13199,0,0.033,184698195968
2807369,2,618,0,0,26287,19680,0.001,0,147209412608
2807370,2,618,0,0,28092,30243,0.001,0,151031283712
2807371,2,618,0,0,30417,23756,0,0.757,45015658496
2807372,2,618,0,0,24558,23385,0,0,42837958656
2807373,2,618,0,0,29224,27792,0.001,0,118643560448
2807374,2,618,0,0,31707,22589,0.003,0,16077692928
2807375,2,618,0,0,26265,9465,0,0,187917152256
2807376,2,618,0,1,27486,22644,0.002,0,138204147712
2807377,2,618,0,0,26929,19675,0.001,0,147640582144
2807378,2,618,0,0,30062,23137,0,0,131273859072
2807379,2,618,0,1,102570,39308,0.017,0.024,162184581120
2707380,2,197,0,0,28918,22010,0.006,0.044,20713607168
2807381,2,618,0,0,28345,23642,0,0,45587656704
2807382,2,618,0,0,25668,18565,0.001,0,132712976384
2707383,2,197,0,0,86625,36568,0.003,0,199522320384
2807384,2,618,0,0,109039,70333,0,0,210887671808
2807385,2,618,0,0,29718,29481,0.001,0,50855518208
2807386,2,618,0,0,36006,32823,0.002,0,27174707200
2807387,2,618,0,0,36213,22879,0.002,0.008,40630902784
2807388,2,618,0,0,23651,22039,0.001,0,153794834432
2807389,2,618,0,0,30253,24560,0.001,0.132,14727528448
2807390,2,618,0,0,27554,27471,0.005,0,164293259264
2807391,2,618,0,0,26596,20818,0.002,0,144896696320
2807392,2,618,0,0,26282,21968,0,0,152024047616
2807393,2,618,0,0,36304,21379,0.002,0,155826757632
2807394,2,618,0,0,29042,27774,0.001,0.519,20093284352
2707395,2,197,0,0,29468,33948,0.123,0.068,20657291264
2607396,2,206,0,0,32963,25468,0,0.055,23082754048
2807397,2,618,0,0,29965,20094,0,0,28562952192
2807398,2,618,0,0,22732,22033,0,0,154053021696
2807399,2,618,0,0,117241,36300,0.003,0.024,171204816896
2807400,2,618,0,0,104727,25038,0.003,0,91850080256
2807401,2,618,0,0,31606,17350,0,0,145017667584
2807402,2,618,0,0,31332,23906,0.001,0,34641809408
2807403,2,618,0,0,29227,25097,0,0,148449206272
2807404,2,618,0,0,26808,22159,0.012,0.309,37590974464
2807405,2,618,0,0,21333,20991,0,0,155019939840
2807406,2,618,0,0,33835,24893,0.003,0.481,12198449152
2807407,2,618,0,0,32677,31267,0.042,0,13843496960
2807408,2,618,0,0,25966,24639,0.002,0,96930832384
2807409,2,618,0,0,31077,24698,0.003,0,7410524160
2807410,2,618,0,0,27791,20187,0.003,0.011,19946942464
2807411,2,618,0,0,31121,25419,0,0,122081705984
2607412,2,206,0,0,26764,23516,0.001,0,151148879872
2807413,2,618,0,0,98947,46794,0,0.888,208867852288
2807414,2,618,0,0,29670,31596,0.007,0,31207956480
2807415,2,618,0,0,14097,25229,0.011,0.225,129504972800
2807416,2,618,1,1,118718,71508,0.005,0.187,169785626624
2607417,2,206,0,0,30373,24033,0,0,95280078848
2807418,2,618,0,0,24976,21415,0.001,0.009,32119730176
2807419,2,618,0,0,26151,20834,0,0,138202771456
2807420,2,618,0,0,28598,20651,0.001,0.12,19792068608
2807421,2,618,0,0,121439,50370,0.006,0.356,79231897600
2807422,2,618,0,0,28762,24249,0,0,138892689408
2807423,2,618,0,0,15243,11603,0,0,170159030272
2807424,2,618,0,1,30321,27465,0.005,0.016,14240169984
2707425,2,197,0,0,29700,18315,0.002,0,151559446528
2807426,2,618,0,0,32873,23741,0,0,156876136448
2807427,2,618,0,0,28473,25832,0.001,0,30788911104
2807428,2,618,0,0,94898,85660,0,0.119,213514424320
2807429,2,618,0,0,114976,39797,0,0.223,104778018816
2807430,2,618,0,0,21495,6943,0,0.096,110093991936
2807431,2,618,0,0,151509,67367,0,0.206,132560158720
2807432,2,618,0,3,26855,29425,0.009,0,169785651200
2807433,2,618,0,0,34478,36733,0.002,0,128608456704
2807434,2,618,0,0,28632,23533,0,0,51095400448
2707435,2,197,0,0,27196,19327,0.003,0,154625585152
2807436,2,618,0,0,29460,22245,0.001,0.056,58177179648
2807437,2,618,0,0,30170,26039,0.001,0.414,20981374976
2807438,2,618,0,0,30365,21849,0.004,0,145346588672
2807439,2,618,0,0,201559,31131,0,0,403664297984
2807440,2,618,0,0,81826,47870,0,0.082,233047818240
2807441,2,618,0,0,31759,30156,0.001,0.01,44912820224
2807442,2,618,0,0,28355,26864,0,0,151196737536
2807443,2,618,0,0,27866,25234,0,0,22244966400
2807444,2,618,0,0,30184,58444,0.001,0.011,9044635648
2807445,2,618,0,0,101424,28019,0.009,0.003,142446960640
2607446,2,206,0,0,36164,25034,0.003,0,30225895424
2807447,2,618,0,0,59198,33349,0.004,0,410952126464
2807448,2,618,0,0,33381,23432,0.001,0.722,34195427328
2807449,2,618,0,0,28543,25206,0,0.053,31413153792
2807450,2,618,0,0,32967,18633,0,0,151450464256
2807451,2,618,0,0,33459,26428,0,0,24729325568
2807452,2,618,0,0,28526,23776,0,0,35606667264
2807453,2,618,0,0,103122,67754,0,0.825,186053341184
2807454,2,618,0,0,36630,25591,0,0,36899598336
2807455,2,618,0,0,23286,13624,0,0,141072097280
2807456,2,618,0,0,31406,25954,0.007,0,113565708288
2807457,2,618,0,1,69807,24648,0.006,0,165649678336
2807458,2,618,0,0,59417,52691,0.003,0.02,177669861376
2807459,2,618,0,0,119959,56033,0,0,181826379776
2807460,2,618,0,0,110095,43499,0,0,182918615040
2807461,2,618,0,0,25368,25538,0,0,142065717248
2807462,2,618,0,0,25808,17010,0.001,0,156363427840
2607463,2,206,0,0,28542,28277,0.006,0,97954893824
2807464,2,618,0,0,41672,31904,0.008,0,23582625792
2807465,2,618,0,0,29318,23239,0.002,0,48804511744
2807466,2,618,0,0,33720,35531,0.005,0.037,21283692544
2807467,2,618,0,0,109858,82427,0,0.002,194406686720
2807468,2,618,0,0,74950,27991,0,0,231615905792
2807469,2,618,0,0,28916,25501,0,0,147368263680
2807470,2,618,0,0,23903,21991,0,0,62747398144
2807471,2,618,0,0,27030,19809,0,0,48296779776
2807472,2,618,0,0,88500,29991,0.021,0,166887256064
2807473,2,618,0,0,30144,24293,0.002,0,135199285248
2807474,2,618,0,0,107372,41325,0,0.029,197098643456
2807475,2,618,0,0,33446,27124,0.001,0.001,1239719936
2807476,2,618,0,0,26663,42133,0,0.048,40821231616
2807477,2,618,0,0,33690,24490,0.001,0,11764932608
2807478,2,618,0,0,90467,44384,0.002,0.759,203901591552
2807479,2,618,0,0,31839,19457,0,0,108166156288
2807480,2,618,0,0,30842,31272,0,0.242,33131020288
2607481,2,206,0,0,104497,82286,0,0.302,183686795264
2807482,2,618,0,0,26155,23673,0,0,14095007744
2807483,2,618,0,0,29171,27565,0,0.01,12246188032
2807484,2,618,0,0,32920,28692,0.025,0.779,9683562496
2807485,2,618,0,1,85840,36991,0,0,160044568576
2807486,2,618,0,0,35253,21472,0.001,0.011,44952072192
2807487,2,618,0,0,34779,26311,0.001,0.317,36989403136
2807488,2,618,0,0,27792,60530,0.004,0.09,4821635072
2807489,2,618,1,1,36847,27593,0.014,0,11281580032
2607490,2,206,0,0,24921,19157,0,0,140885483520
2607491,2,206,0,2,100007,37752,0.002,0.593,204087750656
2807492,2,618,0,0,29755,35908,0.02,0.15,19618852864
2807493,2,618,0,0,24876,25552,0.002,0,46928547840
2807494,2,618,0,0,27380,22500,0,0,140950020096
2807495,2,618,0,0,26814,21385,0.001,0,22443278336
2807496,2,618,0,0,21594,24085,0,0,20003254272
2807497,2,618,0,0,32873,28134,0.001,0.001,31167209472
2807498,2,618,0,0,31721,26365,0,0.002,30795194368
2707499,2,197,0,1,53955,11868,0,0.087,148965822464
2807500,2,618,0,0,34430,25160,0.001,0,1192468480
2807501,2,618,0,0,119993,39698,0.002,0,168842878976
2807502,2,618,0,0,26108,20803,0.009,0,147251740672
2607503,2,206,0,0,29229,77487,0.005,0.034,40550834176
2807504,2,618,0,0,32293,22119,0.004,0,39368032256
2807505,2,618,0,0,27100,21185,0.001,0,146813222912
2807506,2,618,0,1,27384,20671,0.005,0,147940388864
2807507,2,618,0,0,60905,27214,0.001,0,170187448320
2807508,2,618,0,1,28317,26081,0,0,42128183296
2807509,2,618,0,0,41405,30188,0.003,0.003,32079699968
2807510,2,618,0,0,111467,32542,0.031,0.006,140465541120
2807511,2,618,0,0,34170,21721,0,0,23082610688
2607512,2,206,0,0,32690,21773,0.002,0.003,27960737792
2807513,2,618,0,0,25175,24712,0.002,0,151859068928
2807514,2,618,0,0,24899,10144,0,0,186508685312
2607515,2,206,0,0,28208,21166,0.006,0,128629846016
2807516,2,618,0,0,29738,22551,0,0.024,41816711168
2807517,2,618,0,0,31821,28476,0,0,113010556928
2807518,2,618,0,0,25405,19483,0,0,143114625024
2807519,2,618,0,0,26565,21857,0,0,136070828032
2807520,2,618,0,0,72330,28391,0.012,0.065,158578688000
2807521,2,618,0,0,33382,27432,0.001,0,6518185984
2807522,2,618,0,0,25228,19870,0.002,0,159143235584
2807523,2,618,0,0,28385,21492,0.017,0.038,22978985984
2807524,2,618,0,0,29970,22257,0,0,156911779840
2807525,2,618,0,1,117571,32833,0.008,0.001,37312585728
2807526,2,618,0,0,77220,25991,0,0,238255349760
2707527,2,197,0,0,29133,20246,0.004,0.397,30614073344
2807528,2,618,0,0,26790,17094,0,0,143008296960
2807529,2,618,0,0,47968,8971,0,0,156204302336
2607530,2,206,0,0,25401,23039,0.002,0,138182602752
2807531,2,618,0,0,94647,64626,0,0.273,177281044480
2807532,2,618,0,0,48223,37891,0.001,0.008,178003673088
2807533,2,618,0,0,31943,26195,0.003,0.58,14937088000
2807534,2,618,0,0,29981,20301,0,0,133208444928
2607535,2,206,0,0,33163,24302,0.001,0,158907740160
2807536,2,618,0,0,29557,28312,0.001,0,24426696704
2807537,2,618,0,0,19994,7695,0,0,185710321664
2807538,2,618,0,0,29010,23527,0,0,145136881664
2807539,2,618,0,0,32406,24582,0,0,33692041216
2807540,2,618,0,0,69213,66362,0.009,0,57084772352
2607541,2,206,0,0,27999,23701,0.003,0,140312330240
2807542,2,618,1,1,40068,14991,0,0,33316175872
2807543,2,618,0,0,96370,31736,0,0,211475316736
2807544,2,618,0,0,81557,36518,0.015,0.439,148186324992
2707545,2,197,0,0,28667,22967,0.006,0.554,13463515136
2707546,2,197,1,1,32365,28994,0.016,0.112,278360862720
2807547,2,618,0,0,28251,26231,0.001,0,26163138560
2807548,2,618,0,0,26231,22991,0,0,149002403840
2807549,2,618,0,0,71600,38991,0,0,240163569664
2807550,2,618,0,0,31615,26482,0.012,0,152578920448
2807551,2,618,0,0,25917,23677,0,0,146099294208
2807552,2,618,1,1,25494,23673,0.003,0,38076747776
2807553,2,618,0,0,27160,26332,0.005,0.481,13191880704
2807554,2,618,0,0,106487,26534,0.014,0.002,80311001088
2807555,2,618,0,0,18261,10232,0.002,0,183219662848
2807556,2,618,0,0,24166,23582,0,0,153473744896
2807557,2,618,0,0,135203,67160,0,0.001,78168379392
2807558,2,618,0,0,80364,52410,0.005,0.011,208052994048
2807559,2,618,0,0,24376,21552,0,0,144746881024
2807560,2,618,0,0,29242,20745,0.001,0,140324147200
2807561,2,618,0,0,74663,41627,0,0,219087572992
2807562,2,618,0,0,25135,29067,0,0,49382920192
2807563,2,618,0,0,147418,64361,0.004,0.041,178096345088
2807564,2,618,0,0,28542,21742,0,0,152948879360
2807565,2,618,0,0,31375,25635,0.002,0.14,22220353536
2807566,2,618,0,0,102882,45736,0.003,0,202980904960
2807567,2,618,0,0,26935,19901,0.001,0.032,48114536448
2807568,2,618,0,0,212782,25477,0.001,0,120593887232
2807569,2,618,0,0,26184,20949,0.004,0.078,21915521024
2807570,2,618,0,0,166890,50703,0.009,0.191,222722850816
2807571,2,618,0,0,29150,21138,0,0.001,7311745024
2607572,2,206,0,1,52767,5003,0.001,0.58,179952037888
2807573,2,618,0,0,91463,26648,0.03,0.025,59461939200
2807574,2,618,0,0,28659,21388,0.003,0,44794671104
2807575,2,618,0,0,35150,22391,0.001,0,45852250112
2807576,2,618,0,0,33192,26379,0.002,0,19675811840
2807577,2,618,0,0,32892,25666,0.007,0.209,36234645504
2807578,2,618,0,0,29939,20768,0,0,19067891712
2807579,2,618,0,0,102422,49681,0,0,169474555904
2807580,2,618,0,0,36507,22115,0.001,0.166,18535833600
2807581,2,618,0,3,31288,26331,0.008,0.035,28324253696
2807582,2,618,0,0,22432,21806,0,0,150591201280
2807583,2,618,0,0,27402,22113,0.002,0,36643778560
2807584,2,618,0,1,35569,29058,0.003,0.192,20632526848
2807585,2,618,0,0,48176,26713,0,0,236469428224
2807586,2,618,0,0,19444,10551,0.001,0,181831602176
2807587,2,618,0,0,35229,28881,0,0,10679005184
2807588,2,618,0,0,20292,15933,0,0,184243429376
2807589,2,618,0,0,26205,21765,0,0,142617640960
2807590,2,618,0,0,28218,23708,0.002,0.201,4888174592
2807591,2,618,0,0,32044,25553,0.002,0,13491777536
2807592,2,618,0,0,32867,25002,0.001,0.001,36808663040
2807593,2,618,0,1,92900,20591,0,0,241264648192
2807594,2,618,0,0,23239,23859,0,0,154514747392
2807595,2,618,0,0,26589,41874,0.001,0,146007736320
2807596,2,618,0,0,98777,30597,0.022,0,405793669120
2807597,2,618,0,0,29110,21659,0,0,152193929216
2607598,2,206,0,21,30037,22944,0.003,0,107517165568
2807599,2,618,0,0,120449,50484,0.001,0.09,190671581184
2807600,2,618,0,0,28262,21871,0,0,142036287488
2807601,2,618,0,0,25583,25930,0,0,149217304576
2807602,2,618,0,0,30270,23977,0.001,0,36699963392
2807603,2,618,0,0,29218,24720,0.001,0.589,10246057984
2807604,2,618,0,0,27565,21145,0,0,144803209216
2807605,2,618,1,1,117506,28037,0.007,0,44404318208
2807606,2,618,0,0,31149,22195,0,0.105,16565006336
2607607,2,206,0,0,31127,32370,0.008,0,28446289920
2807608,2,618,0,0,28656,25429,0.003,0.192,24854200320
2807609,2,618,0,0,32476,25356,0.002,0,28104327168
2807610,2,618,0,1,29773,35007,0.003,0,155214958592
2807611,2,618,0,0,35187,27344,0,0.091,40832593920
2807612,2,618,0,0,27373,30959,0.013,0,144432898048
2807613,2,618,0,0,26873,23020,0.005,0,138377412608
2807614,2,618,0,0,24785,21636,0,0,152773517312
2807615,2,618,0,0,126980,50079,0.007,0.045,191543545856
2807616,2,618,0,0,31711,32701,0.002,0.284,2564071424
2807617,2,618,0,0,104997,49440,0,0.613,217034657792
2607618,2,206,0,0,19702,7341,0.002,0,159661649920
2807619,2,618,0,0,15199,9554,0.009,0,163430912000
2807620,2,618,0,1,19016,8293,0.001,0,188673327104
2807621,2,618,0,0,43500,24551,0.001,0,174979616768
2807622,2,618,0,0,32662,34308,0.001,0.012,9043656704
2807623,2,618,0,0,26506,20668,0.001,0,147224690688
2807624,2,618,0,0,89760,53716,0,0,181501939712
2807625,2,618,0,0,26931,19310,0,0,146150694912
2607626,2,206,0,0,112402,61298,0.004,0.629,193557725184
2807627,2,618,0,0,30836,26908,0.002,0,11712532480
2807628,2,618,0,0,56470,19991,0.001,0,161614491648
2807629,2,618,0,0,30559,23666,0,0,123240116224
2807630,2,618,0,0,109656,48155,0,0.329,213663707136
2807631,2,618,0,0,29220,23791,0,0,42071343104
2807632,2,618,0,0,26021,21693,0.004,0.147,5514661888
2807633,2,618,0,0,24119,21249,0.001,0,137722126336
2807634,2,618,0,0,27128,25782,0.001,0,27824070656
2807635,2,618,0,0,21119,9766,0,0,159613440000
2807636,2,618,0,1,28275,32134,0.004,0,11746852864
2807637,2,618,0,0,24728,19658,0,0,154182025216
2807638,2,618,0,0,104878,27643,0.009,0.001,138588622848
2807639,2,618,0,0,24970,25122,0.002,0,3399913472
2807640,2,618,0,0,30433,28835,0,0,36689473536
2807641,2,618,0,0,65977,26217,0.003,0,162233901056
2807642,2,618,0,0,27359,19414,0,0,95684624384
2807643,2,618,0,0,28866,22299,0.001,0.001,26167005184
2807644,2,618,0,0,29731,24333,0.001,0.206,42920247296
